MFL_Code,Facility_Name,County,SubCounty,Owner,Latitude,Longitude
15167,Mediheal Hospital,Uasin Gishu,Ainabkoi,Private Enterprise (Institution),0.5076,35.2953
22086,Ziwa la ngombe Health centre,Mombasa,Nyali,Ministry of Health,-4.0272627,39.69647652
15906,Jamia Medical Centre,Kakamega,Mumias West,Supreme Council for Kenya Muslims,0.281349,34.751401
14259,Bissil Health Centre,Kajiado,Kajiado Central,Ministry of Health,-2.0856,36.7943
21694,Kombani Dispensary,Kwale,Matuga,Ministry of Health,-4.1763,39.5882
12565,Mukuyuni Health Centre,Makueni,Kaiti,Ministry of Health,-1.7484,37.4594
11278,Chala Dispensary,Taita Taveta,Taveta,Ministry of Health,-3.2958,37.736
20241,Kobodo Dispensary,Homa Bay,Ndhiwa,Ministry of Health,-0.671,34.4169
11433,Jilore Dispensary,Kilifi,Malindi,Ministry of Health,-3.968514,39.54447
10878,Njabini Health Centre,Nyandarua,Kinangop,Ministry of Health,-0.725,36.661
12242,Katse Health Centre,Kitui,Mwingi North,Ministry of Health,-0.5091,38.0806
12090,Kambu Integrated Health Clinic,Makueni,Kibwezi East,Private Enterprise (Institution),-2.5939,38.0753
19984,Egetuki GOK Dispensary,Kisii,Bomachoge Chache,Ministry of Health,-0.771849,34.7819
10624,Kiria Health Centre,Murang'a,Kahuro,Ministry of Health,-0.7678,37.0672
18625,Mlimani Dispensary,Kakamega,Likuyani,Ministry of Health,0.281349,34.751401
28885,Mama Margaret Uhuru Hospital,Nairobi,Ruaraka,Ministry of Health,-1.25056,36.88606
12398,kwakavisi dispensary,Makueni,Makueni,Ministry of Health,-1.801198,37.708151
16130,Sirisia Sub County Hospital,Bungoma,Sirisia,Ministry of Health,0.7539,34.5091
14445,Embulbul Catholic Dispensary,Kajiado,Kajiado North,Kenya Episcopal Conference-Catholic Secretariat,-1.3395,36.6818
14805,Karunga Dispensary,Nakuru,Gilgil,Ministry of Health,-0.4921,36.3173
13864,Nyabondo Mission Hospital,Kisumu,Nyakach,Kenya Episcopal Conference-Catholic Secretariat,-0.3817,34.9785
14455,Endebess Sub-County Hospital,Trans Nzoia,Endebess,Ministry of Health,1.079,34.8576
17139,Kapsuser,Kericho,Belgut,Ministry of Health,-0.36343,35.283312
15881,St. Monica Eregi Mission Health Centre,Kakamega,Ikolomani,Other Faith Based,0.281349,34.751401
16552,Ukunda Medical Clinic,Kwale,Msambweni,Ministry of Health,-4.2848,39.5657
22190,Kilusi Health Centre,Homa Bay,Rachuonyo East,Ministry of Health,None,None
26737,HOPE Worldwide Mkuru Centre,Nairobi,Starehe,Non Governmental organisation,-1.3051,36.8391
15571,Siloam Hospital,Kericho,Ainamoi,Private Enterprise (Institution),-0.36343,35.283312
15812,Budonga Dispensary,Kakamega,Navakholo,Ministry of Health,0.281349,34.751401
15990,Makhonge Health Centre,Bungoma,Kimilili,Ministry of Health,0.8214,34.7969
19865,Wikoteng Dispensary,Homa Bay,Rangwe,Ministry of Health,-0.6168,34.6326
17162,Musingini Dispensary,Machakos,Masinga,Ministry of Health,-1.468774,37.732655
17118,Holo Dispensary,Kisumu,Nyando,Ministry of Health,-0.029384,34.494442
15125,Maralal Catholic Dispensary,Samburu,Samburu Central,Kenya Episcopal Conference-Catholic Secretariat,0.865298,36.452774
11508,Kwa-Mnegwa Dispensary,Taita Taveta,Mwatate,Ministry of Health,-3.013948,38.211341
24200,Lvct Health-Manyatta Dice,Kisumu,Kisumu Central,Non-Governmental Organizations,-0.0867,34.7782
12396,Kwa Vonza Dispensary,Kitui,Kitui Rural,Ministry of Health,-1.38308,37.82991
12379,Kivuuni Dispensary,Kitui,Kitui Rural,Ministry of Health,-1.6017,38.144
12663,Ngwata Health Centre,Makueni,Kibwezi East,Ministry of Health,-2.5295,38.0497
16035,Mumias Model Health Centre,Kakamega,Mumias West,Ministry of Health,0.3355,34.4483
16099,Sacha Health Centre,Bungoma,Mt Elgon,Ministry of Health,0.578148,34.559255
10903,Nyeri Provincial Hospital,Nyeri,Nyeri Central,Ministry of Health,-0.4263,36.9631
16422,Ekerubo Dispensary (Kisii South),Kisii,Bonchari,Ministry of Health,-0.675747,34.771766
18080,Gatunga Model Health Centre,Tharaka-Nithi,Tharaka North,Ministry of Health,-0.10257,38.01565
17038,Koloo Dispensary,Migori,Uriri,Community Development Fund,-0.8975,34.4476
12012,Eremet Dispensary,Isiolo,Isiolo,Ministry of Health,0.340332,37.590252
18689,Kikule Dispensary,Machakos,Masinga,Ministry of Health,-0.9393,37.4017
10562,Kianjege Dispensary,Kirinyaga,Kirinyaga West,Ministry of Health,-0.566715,37.320265
12535,Mitunguu Medical Services,Meru,Imenti South,Private Practice - Nurse / Midwife,-0.11138,37.78402
18535,Adventist Centre for Care and Support (Kilimani),Nairobi,Dagoretti North,Other Faith Based,-1.2891096,36.80471912
19963,Holy family catholic hospital githunguri,Kiambu,Githunguri,Kenya Episcopal Conference-Catholic Secretariat,-1.0587,36.774
13979,Ombo Kachieng' Dispensary,Homa Bay,Ndhiwa,Ministry of Health,-0.7331,34.4551
22094,MAAYGO Dice,Kisumu,Kisumu Central,Non-Governmental Organizations,-0.0844,34.7708
20175,Virhembe Nursing Home,Kakamega,Shinyalu,Non-Governmental Organizations,0.2305123,34.8497476
16795,Nairobi Womens Hospital Adams,Nairobi,Dagoretti North,Private Enterprise (Institution),-1.292066,36.821946
17114,Rekeke Model Health Centre,Taita Taveta,Taveta,Ministry of Health,-3.4281,37.7333
15414,Olmekenyu Health Centre,Narok,Narok South,Ministry of Health,-0.8671,35.6324
15904,Ipali Health Centre,Vihiga,Emuhaya,Ministry of Health,0.0505,34.5807
16126,Sinoko Dispensary (Bungoma East),Bungoma,Webuye East,Other Public Institution,0.6523,34.6906
10686,Maragua District Hospital,Murang'a,Murang'a south,Ministry of Health,-0.7891,37.1275
17740,Mulot Health Centre,Narok,Narok West,Ministry of Health,-0.9398,35.4328
16418,St Mary's Yala Dispensary,Siaya,Gem,Ministry of Health,0.0947,34.5317
28552,Ngomongo Dispensary,Nairobi,Ruaraka,Ministry of Health,-1.2571502,36.8550431
14226,Banita Dispensary,Nakuru,Rongai,Ministry of Health,-0.283028,36.075022
16554,Mwashuma Dispensary (CDF),Taita Taveta,Mwatate,Community Development Fund,-3.013948,38.211341
16555,Theere Health Centre,Meru,Igembe North,Ministry of Health,0.3363,37.9908
24618,DICE ICL  BOMET,Bomet,Bomet Central,Non-Governmental Organizations,-0.7666,35.3397
16880,Nyabiosi Dispensary,Kisii,South Mugirango,Ministry of Health,-0.949,34.6321
14628,Kaboson Health Centre,Bomet,Chepalungu,Christian Health Association of Kenya,-0.918432,35.299013
11817,St Joseph's Shelter of Hope,Taita Taveta,Voi,Christian Health Association of Kenya,-3.3908,38.539
15795,Alupe Sub County Referral Hospital,Busia,Teso South,Ministry of Health,0.4972,34.1339
12984,Jamaa Mission Hospital,Nairobi,Makadara,Kenya Episcopal Conference-Catholic Secretariat,-1.2819,36.8733
13463,Adiedo Dispensary,Homa Bay,Rachuonyo North,Ministry of Health,-0.4273,34.6025
12422,Laare Health Centre,Meru,Igembe North,Ministry of Health,0.3347,37.9376
15918,Kamukuywa (ACK) Dispensary,Bungoma,Tongaren,Christian Health Association of Kenya,0.578148,34.559255
22863,BHESP,Nairobi,Embakasi North,Non-Governmental Organizations,-1.2575,36.902
17129,Mitunguu Catholic Dispensary,Meru,Buuri,Unknown,-0.1064,37.7856
13452,Wajir County Referral Hospital,Wajir,Wajir East,Ministry of Health,1.74742,40.06259
13691,Kigwa Dispensary,Homa Bay,Suba South,Ministry of Health,-0.6738,34.2099
12808,Tulimani Dispensary,Makueni,Mbooni,Ministry of Health,-1.5813,37.41
16450,Junction Medical Clinic,Vihiga,Sabatia,Private Practice - Nurse / Midwife,0.095981,34.739828
15420,Olokurto Health Centre,Narok,Narok North,Ministry of Health,-0.5952,35.8341
11715,Ngomeni Dispensary,Kilifi,Magarini,Ministry of Health,-3,40.1871
20181,Ngelechom Community Dispensary,Busia,Teso South,Ministry of Health,0.5643937,34.1497454
13700,Kisaku Dispensary,Homa Bay,Suba South,Ministry of Health,-0.6616,34.1095
13313,Burder Health Centre,Wajir,Wajir South,Ministry of Health,1.1133,40.271
13138,Pangani Dispensary,Nairobi,Starehe,Local Authority,-0.3704,37.6469
13956,Obumba Dispensary,Kisumu,Muhoroni,Ministry of Health,-0.0918,34.9018
12828,Uran Health Centre,Marsabit,Moyale,Ministry of Health,2.344972,37.999111
16150,Teso  North Sub county Hospital,Busia,Teso North,Ministry of Health,0.6225,34.3448
11387,Gede Health Centre,Kilifi,Kilifi North,Ministry of Health,-3.3066,40.0093
12230,Kathiani  District Hospital,Machakos,Kathiani,Ministry of Health,-1.4134,37.3285
14011,Pala Level4,Homa Bay,Ndhiwa,Ministry of Health,-0.265,34.5732
10399,Kagio Nursing Home (Kagio),Kirinyaga,Kirinyaga West,Private Practice - General Practitioner,-0.566715,37.320265
15978,Lutaso Dispensary,Kakamega,Navakholo,Other Faith Based,0.281349,34.751401
22476,Litare community health centre,Homa Bay,Suba North,Non-Governmental Organizations,-0.4194,34.1421
12563,Mukuuni Dispensary,Tharaka-Nithi,Chuka,Ministry of Health,-0.3917,37.6519
15788,Ziwa Sub County Hospital,Uasin Gishu,Soy,Ministry of Health,0.849,35.2566
13607,Homa Lime Health Centre,Homa Bay,Rachuonyo North,Ministry of Health,-0.4304,34.5528
12790,Embu Children Clinic,Embu,Manyatta,Christian Health Association of Kenya,-0.5422,37.466
17050,Angaga Dispensary,Migori,Awendo,Ministry of Health,-0.931723,34.568456
13848,Nduru Kadero Health Centre,Kisumu,Seme,Ministry of Health,-0.0684,34.4675
12464,Mama Vero Clinic,Kitui,Kitui West,Private Enterprise (Institution),-1.325238,38.00357
16079,Ndalu Health Centre,Bungoma,Tongaren,Ministry of Health,0.8431,34.993
11173,Wanjohi Health Centre,Nyandarua,Kipipiri,Ministry of Health,-0.3351,36.5201
18921,Amani Medical Clinic Yatta,Kisumu,Nyando,Private Practice - Nurse / Midwife,-1.2072,37.6735
13652,Kandege Dispensary,Kisumu,Muhoroni,Ministry of Health,-0.21452,35.3071
15942,Kibingei Dispensary,Bungoma,Kimilili,Ministry of Health,0.578148,34.559255
12960,Good Shepherd Dispensary,Nairobi,Dagoretti South,Private Enterprise (Institution),-1.2884,36.6873
16095,Rukala Model Health Centre,Busia,Bunyala,Ministry of Health,0.0566,33.9921
13694,Kinasia Health Centre,Kisumu,Nyando,Ministry of Health,-0.2487,35.0202
19037,Medina Hospital,Garissa,Garissa,Private Enterprise (Institution),-0.448915,39.661493
12413,Consolata Kyeni Hospital,Embu,Runyenjes,Kenya Episcopal Conference-Catholic Secretariat,-0.4133,37.5878
12841,Wamunyu Health Centre,Machakos,Mwala,Ministry of Health,-1.4075,37.5773
17178,Namirama Dispensary,Kakamega,Navakholo,Ministry of Health,0.281349,34.751401
14039,Raruowa Health Centre,Homa Bay,Rachuonyo North,Kenya Episcopal Conference-Catholic Secretariat,-0.4118,34.5566
16096,Rumbiye Dispensary,Busia,Samia,Ministry of Health,0.1977,34.0955
19890,Makindu Centre of Hope (DICE),Makueni,Kibwezi West,Non-Governmental Organizations,-2.2799,37.9183
14358,Chepsaita Dispensary,Uasin Gishu,Turbo,Ministry of Health,0.5717,34.8947
15214,Molo South Dispensary,Nakuru,Kuresoi North,Ministry of Health,-0.283028,36.075022
13346,Garissa County Referral Hospital,Garissa,Garissa,Ministry of Health,-0.448915,39.661493
12567,Mulangoni Dispensary,Kitui,Mwingi North,Ministry of Health,-0.3522,38.3417
15470,Nakuru Prison dispensary,Nakuru,Nakuru West,Ministry of Health,-0.2651,36.0544
19763,Nyeri Technical Dispensary,Nyeri,Nyeri Central,Academic (if registered),-0.4269,36.9454
11254,Bokole CDF Dispensary,Mombasa,Changamwe,Ministry of Health,-4.0172,39.6087
16714,Elwangale Health Centre,Kakamega,Khwisero,Ministry of Health,0.281349,34.751401
21044,Mundembu Dispensary,Busia,Nambale,Ministry of Health,None,None
12544,Moyale Sub county Referral  Hospital,Marsabit,Moyale,Ministry of Health,3.5225,39.05
20005,Mogotio  Sub-County Hospital Baringo,Baringo,Mogotio,Ministry of Health,0.0274,35.9539
18260,Emali Model Health Centre,Makueni,Kibwezi West,Ministry of Health,-2.0744,37.4614
18616,Kericho GK Prisons Medium Dispensary,Kericho,Ainamoi,Ministry of Health,-0.3667,35.2647
12502,Mbitini Catholic Dispensary,Makueni,Kibwezi West,Kenya Episcopal Conference-Catholic Secretariat,-2.017,37.482
22481,Kilifi GK Prison VCT,Kilifi,Kilifi North,Ministry of Health,-3.62053,39.852027
11653,Muryachakwe Dispensary,Kilifi,Ganze,Ministry of Health,-3.968514,39.54447
12865,Afwani Medical Centre,Nairobi,Kamukunji,Private Enterprise (Institution),-1.28321,36.8405
17990,Sirakaru Dispensary,Bungoma,Tongaren,Ministry of Health,0.578148,34.559255
13912,Nyamira County Refferal Hospital,Nyamira,Nyamira,Ministry of Health,-0.5575,34.9297
15490,Rombo Health Centre,Kajiado,Loitokitok,Kenya Episcopal Conference-Catholic Secretariat,-3.0598,37.6996
15762,ASN Upendo Village Dispensary,Nakuru,Naivasha,Ministry of Health,-0.7575,36.4757
18264,GOK Prison Siaya,Siaya,Alego Usonga,Ministry of Health,0.0515,34.2871
13156,Pumwani Maternity Hospital,Nairobi,Kamukunji,Local Authority,-1.2803,36.8455
13420,Police Line Dispensary (Garissa),Garissa,Garissa,Ministry of Health,-0.448915,39.661493
11489,Kisimani Health Services,Mombasa,Nyali,Private Enterprise (Institution),-4.0261,39.6956
21220,Anza Mapema Clinic,Kisumu,Kisumu Central,Non-Governmental Organizations,-0.086,34.7659
11484,Kipini Health Centre,Tana River,Garsen,Ministry of Health,-2.5227,40.5276
12024,Gaciongo Dispensary,Tharaka-Nithi,Tharaka North,Ministry of Health,-0.01172,38.01706
13950,Obalwanda Dispensary,Homa Bay,Suba North,Ministry of Health,-0.4942,34.2833
23030,Zombe Sub County Hospital,Kitui,Kitui East,Ministry of Health,-1.44312,38.24216
11656,Msau Dispensary,Taita Taveta,Mwatate,Ministry of Health,-3.013948,38.211341
10581,Kiganjo Dispensary,Kiambu,Gatundu South,Ministry of Health,-0.9849,36.8269
21262,Lolwe Health Centre,Kisumu,Seme,Ministry of Health,-0.1472,34.5362
15851,Chekalini Health Centre,Kakamega,Lugari,Ministry of Health,0.6191,34.8986
11442,Judy Medical Clinic,Mombasa,Jomvu,Private Enterprise (Institution),-4.06051,39.670281
13929,Nyang'oma Mission Health Centre,Siaya,Bondo,Kenya Episcopal Conference-Catholic Secretariat,-0.1546,34.1948
11122,Tumaini National Youth Service Dispensary,Nyandarua,Olkalou,Ministry of Health,-0.2837,36.269
19308,Maisha House-NOSET,Nairobi,Starehe,Non-Governmental Organizations,-1.2764,36.8241
15894,Hamisi Sub County Hospital,Vihiga,Hamisi,Ministry of Health,0.0735,34.8021
12615,Muutiokiama Health Centre,Meru,Imenti South,Ministry of Health,-0.293978,37.618555
20059,Drop In Service Centre,Mombasa,Mvita,Non-Governmental Organizations,-4.0622,39.667
16125,Sikulu Dispensary,Bungoma,Kabuchai,Ministry of Health,0.751325,34.632445
15101,Lukhome Health Centre,Trans Nzoia,Saboti,Ministry of Health,0.9085,34.8561
19505,Medanta Africare Ltd,Nairobi,Dagoretti North,Private Enterprise (Institution),-1.292066,36.821946
13688,Kibogo Dispensary,Kisumu,Nyakach,Ministry of Health,-0.2926,35.0136
11652,Mrughua Dispensary,Taita Taveta,Mwatate,Ministry of Health,-3.013948,38.211341
12432,Loiyangalani Gok  Health centre,Marsabit,Laisamis,Ministry of Health,2.344972,37.999111
13618,Inuka Hospital & Maternity Home,Siaya,Gem,Private Enterprise (Institution),0.1444,34.3982
13469,Airport Health Centre,Kisumu,Kisumu West,Local Authority,-0.0733,34.7336
11472,Kikoneni Health Centre,Kwale,Lunga Lunga,Ministry of Health,-4.4461,39.3135
12860,AIC Zombe  Health Centre,Kitui,Kitui East,Christian Health Association of Kenya,-1.4456,38.2443
15934,Kharanda  Health Centre,Kakamega,Navakholo,Ministry of Health,0.281349,34.751401
11476,Kilimangodo Dispensary,Kwale,Lunga Lunga,Ministry of Health,-4.3519,39.0764
16993,Syathani (Kyathani) Dispensary,Kitui,Kitui West,Ministry of Health,-1.325238,38.00357
12997,Kahawa West Health Centre,Nairobi,Roysambu,Local Authority,-1.1872,36.9128
15710,Tarakwa Health centre,Bomet,Bomet Central,Ministry of Health,-0.7724,35.2538
14135,Suna Rabuor Dispensary,Migori,Suna East,Ministry of Health,-1.086,34.5855
14761,Kapsisiywo Dispensary,Nandi,Chesumei,Ministry of Health,0.3128,35.0623
13467,Agenga Dispensary,Migori,Nyatike,Ministry of Health,-1.6515,37.8457
10922,Othaya Sub County Hospital,Nyeri,Nyeri South,Private Enterprise (Institution),-0.5431,36.942
12178,Kaningo Health Centre,Kitui,Mwingi North,Ministry of Health,-0.20982,38.33623
17677,Kenyenya Medical Clinic (Kenyenya),Kisii,Bomachoge Borabu,Private Practice - Clinical Officer,-0.8865,34.7867
11638,Mnyenzeni Health Centre,Kwale,Kinango,Ministry of Health,-3.9869,39.4864
10672,Maina Village Dispensary,Laikipia,Laikipia West,Ministry of Health,0.0607,36.3576
20020,St Akidiva Mindira Hospital - Mabera,Migori,Kuria West,Private Enterprise (Institution),-1.15184,34.568456
16007,Matunda Maternity Home,Kakamega,Likuyani,Private Enterprise (Institution),0.281349,34.751401
12800,Tii Dispensary,Kitui,Mwingi North,Ministry of Health,-1.325238,38.00357
16648,Kilawa Dispensary,Kitui,Kitui South,Ministry of Health,-2.0811,38.0511
17166,Tuungane Youth Transition Centre,Kisumu,Kisumu Central,Non-Governmental Organizations,-0.0898,34.7663
15965,Lugulu Friends Mission Hospital,Bungoma,Webuye West,Other Faith Based,0.6613,34.7528
15242,Mtaragon Health Centre,Kericho,Kipkelion West,Ministry of Health,-0.1116,35.4203
12981,Imara Medical,Nairobi,Embakasi South,Private Enterprise (Institution),-1.292066,36.821946
10565,Kianyaga Sub-District Hospital,Kirinyaga,Kirinyaga East,Ministry of Health,-0.5042,37.3245
14802,Karati Dispensary,Nakuru,Gilgil,Ministry of Health,-0.6712,36.4761
14306,Chegilet Health Centre,Elgeyo Marakwet,Keiyo North,Ministry of Health,0.674319,35.501897
11253,Bofu Dispensary,Kwale,Kinango,Ministry of Health,-3.968514,39.54447
12802,Timau Sub-District Hospital,Meru,Buuri,Ministry of Health,0.0921,37.2476
20668,St Agnes Health Care Clinic,Kisii,Bobasi,Private Practice - Nurse / Midwifery,None,None
13239,Uhuru Camp Dispensary (O P Admin Police),Nairobi,Langata,Ministry of Health,-1.3129,36.8116
13809,Minyenya Health Centre,Migori,Rongo,Ministry of Health,-0.6921,34.6198
12668,North Horr Health Centre,Marsabit,North Horr,Kenya Episcopal Conference-Catholic Secretariat,2.344972,37.999111
13480,Anjego Dispensary,Migori,Suna East,Ministry of Health,-1.0165,34.4429
13205,St John Hospital,Nairobi,Roysambu,Private Enterprise (Institution),-1.2024,36.9038
12684,Nyambene District Hospital,Meru,Igembe South,Ministry of Health,0.2338,37.9452
11785,Shika Adabu (MCM) Dispensary,Mombasa,Likoni,Local Authority,-4.1128,39.6354
10379,Joshua Memorial Mbai Dispensary,Kirinyaga,Kirinyaga East,Ministry of Health,-0.566715,37.320265
15165,Mbogoini Dispensary,Nakuru,Subukia,Ministry of Health,-0.283028,36.075022
15779,West Health Centre,Uasin Gishu,Turbo,Private Enterprise (Institution),0.5252,35.2589
15007,Lamuria Dispensary (Laikipia East),Laikipia,Laikipia East,Ministry of Health,-0.1343,36.8617
14165,Uyawi Sub County Hospital,Siaya,Bondo,Ministry of Health,-0.1614,34.166
17434,Kariobangi South Clinic,Nairobi,Embakasi West,Local Authority,-1.2683,36.8829
15821,Bulondo Dispensary,Bungoma,Kanduyi,Ministry of Health,0.578148,34.559255
16072,Nangina Dispensary,Busia,Samia,Ministry of Health,0.2771,34.0987
11198,Adu Dispensary,Kilifi,Magarini,Ministry of Health,-4.5756,39.2762
14897,Kipkelion Sub District Hospital,Kericho,Kipkelion West,Ministry of Health,-0.1943,35.4642
15769,Catholic Hospital Wamba,Samburu,Samburu East,Kenya Episcopal Conference-Catholic Secretariat,0.9779,37.3201
11936,Athi River Health Centre,Machakos,Athi River,Ministry of Health,-1.4496,36.9833
15865,Ebukanga Dispensary,Vihiga,Emuhaya,Ministry of Health,0.095981,34.739828
19114,Hope World Wide,Kericho,Ainamoi,Private Enterprise (Institution),-0.294,35.3411
14058,Rongo Sub County Hospital,Migori,Rongo,Ministry of Health,-0.7577,34.6
14923,Kiptagich Health Centre,Baringo,Baringo Central,Ministry of Health,0.3635,35.7919
15780,West Gate Dispensary,Samburu,Samburu East,Ministry of Health,0.865298,36.452774
12638,Ndiuni Health Centre,Kitui,Kitui West,Ministry of Health,-1.325238,38.00357
12798,Thitha Dispensary,Kitui,Mwingi Central,Ministry of Health,-1.325238,38.00357
15988,Majengo Dispensary,Kakamega,Lugari,Ministry of Health,0.281349,34.751401
13853,Ngodhe Dispensary,Migori,Rongo,Ministry of Health,-0.711,34.5416
11641,Moi District Hospital Voi,Taita Taveta,Voi,Ministry of Health,-3.3893,38.5601
22699,NYAKEYO,Kisii,South Mugirango,Ministry of Health,None,None
15051,Loitokitok Sub County Hospital,Kajiado,Loitokitok,Ministry of Health,-2.9243,37.5048
22349,SWOP Donholm Clinic,Nairobi,Embakasi,Non-Governmental Organizations,-1.2928,36.8991
16123,Shibanze Dispensary,Kakamega,Matungu,Ministry of Health,0.281349,34.751401
18804,AHF Soko Clinic,Mombasa,Nyali,Non-Governmental Organizations,-4.0415,39.6833
12876,Babadogo Health Centre,Nairobi,Ruaraka,Local Authority,-1.2441,36.8842
16362,Kiminini Health Centre,Trans Nzoia,Kiminini,Ministry of Health,0.88156,34.92952
14212,Archers Post Health Centre,Samburu,Samburu East,Kenya Episcopal Conference-Catholic Secretariat,0.6514,37.5921
15993,Malaba Dispensary,Busia,Teso North,Ministry of Health,0.6373,34.2879
19145,Kitundu Dispensary,Makueni,Mbooni,Ministry of Health,-1.66049,37.5
16273,Namba Kodero Dispensary,Migori,Nyatike,Ministry of Health,-1.0079,34.2779
17763,California Medical Clinic,Mombasa,Likoni,Private Practice - Nurse / Midwife,-4.06051,39.670281
22742,MPEG Dice,Kiambu,Thika Town,Non-Governmental Organizations,-1.0352,37.07
11522,Likoni District Hospital,Mombasa,Likoni,Ministry of Health,-4.085,39.6532
11721,Nyali Health Care Limited,Mombasa,Nyali,Private Enterprise (Institution),-4.06051,39.670281
13657,Katito Sub County Hospital,Kisumu,Nyakach,Ministry of Health,-0.2697,34.9728
13655,Kapiyo Health Centre,Siaya,Bondo,Ministry of Health,-0.086,34.1749
11381,Meridian Hospital Kilifi,Kilifi,Kilifi North,Private Practice - Medical Specialist,-3.5106454,39.90675217
16806,Lereshwa Dispensary (Kipipiri),Nyandarua,Kipipiri,Ministry of Health,-0.199985,36.375003
14033,OUR LADY F LOURDES RANGALA MISSION HOPSPITAL,Siaya,Ugunja,Kenya Episcopal Conference-Catholic Secretariat,0.1553,34.3318
17379,Mutiokiama Health Centre,Meru,Igembe South,Ministry of Health,0.16271,37.93221
12973,Huruma (EDARP),Nairobi,Starehe,Kenya Episcopal Conference-Catholic Secretariat,-1.271,36.8688
12036,Giaki Sub-District Hospital,Meru,Imenti North,Ministry of Health,0.0304,37.7648
20638,Napak Dispensary,Turkana,Kibish,Ministry of Health,4.8837088,35.17277321
15556,Setek Dispensary,Nandi,Tinderet,Ministry of Health,0.0023,35.3927
12206,Kaseve Medical Clinic,Machakos,Machakos,Private Practice - Clinical Officer,-1.468774,37.732655
16119,Shiseso Health Centre,Kakamega,Ikolomani,Ministry of Health,0.2314,34.7038
10987,Sabasaba Health Centre,Murang'a,Kigumo,Ministry of Health,-0.3812,37.0028
18145,Sikusi Dispensary,Bungoma,Kabuchai,Ministry of Health,0.578148,34.559255
15813,Buduta Dispensary,Busia,Samia,Ministry of Health,0.4608,34.1073
14332,Chepchoina Dispensary,Trans Nzoia,Endebess,Ministry of Health,1.2029,34.8104
13810,Miranga Sub County Hospital,Kisumu,Seme,Ministry of Health,-0.0764,34.5794
14120,St Monica Hospital,Kisumu,Kisumu East,Kenya Episcopal Conference-Catholic Secretariat,-0.0422,34.7697
13959,Ochuna Dispensary,Migori,Nyatike,Ministry of Health,-0.9358105,34.0114615
14486,Ewuaso Kedong Health Centre,Kajiado,Kajiado West,Ministry of Health,-1.1532,36.4999
15840,Bwaliro Dispensary,Busia,Butula,Ministry of Health,0.4608,34.1073
11697,Mwembe Tayari Dispensary,Mombasa,Mvita,Ministry of Health,-4.0605,39.6703
13089,Mercy Mission Health Centre,Nairobi,Dagoretti North,Other Faith Based,-1.2821,36.7502
15166,4th Brigade,Laikipia,Laikipia East,Armed Forces,-0.0013,37.094
21252,Opemble Dispensary,Homa Bay,Suba South,Ministry of Health,None,None
15941,Kibabii Health Centre,Bungoma,Kanduyi,Kenya Episcopal Conference-Catholic Secretariat,0.578148,34.559255
11380,Gahaleni Dispensary,Kilifi,Malindi,Ministry of Health,-3.2702,40.0951
15879,Enzaro Health Centre,Vihiga,Vihiga,Ministry of Health,0.095981,34.739828
12842,Wanzua Dispensary,Kitui,Kitui Central,Ministry of Health,-1.325238,38.00357
15076,Longewan Dispensary,Samburu,Samburu Central,Ministry of Health,0.865298,36.452774
15761,Unilever Central Hospital,Kericho,Ainamoi,Private Enterprise (Institution),-0.3631,35.2988
18382,Afraha Maternity and Nursing Home,Nakuru,Nakuru East,Private Practice,-0.2975,36.0742
12244,Katulani Health Centre,Machakos,Mwala,Ministry of Health,-1.5145,37.6479
16717,Ikuywa Dispensary,Kakamega,Shinyalu,Ministry of Health,0.281349,34.751401
13964,Ogango Health Centre,Nyamira,Nyamira,Ministry of Health,-0.5325,34.8808
17190,Bahai Dispensary,Bungoma,Kimilili,Ministry of Health,0.7389,34.7493
14280,Cedar Associate Clinic,Uasin Gishu,Ainabkoi,Private Practice - General Practitioner,0.5147,35.2787
13317,Dadajabula Sub District Hospital,Wajir,Wajir South,Ministry of Health,0.5362,40.8727
17988,Simboiyon Dispensary,Nakuru,Subukia,Ministry of Health,-0.283028,36.075022
13551,Etono Health Centre,Nyamira,Nyamira North,Ministry of Health,-0.560304,34.927533
15273,Nadapal Dispensay,Turkana,Loima,Ministry of Health,3.0739,35.5088
19858,Makongeni Health Centre,Homa Bay,Homa Bay Town,Ministry of Health,-0.53,34.5
15843,Central Clinic (Likuyani),Kakamega,Likuyani,Private Enterprise (Institution),0.281349,34.751401
12211,Kasyala Health Centre,Kitui,Kitui Central,Ministry of Health,-1.325238,38.00357
15654,St Mary's Hospital,Nakuru,Gilgil,Kenya Episcopal Conference-Catholic Secretariat,-0.4143,36.2572
17272,Emeroka Dispensary,Kisii,Nyaribari Masaba,Ministry of Health,-0.560304,34.927533
23134,Mtumwa Dispensary,Kwale,Lunga Lunga,Ministry of Health,-4.5534855,39.1257757
11562,Marafa Health Centre,Kilifi,Magarini,Ministry of Health,-3.0285,39.9597
18788,Muhamarani Dispensary,Lamu,Lamu West,Ministry of Health,-2.252222,40.913056
21896,Sambocho Health Centre,Bungoma,Mt Elgon,Other Faith Based,None,None
11104,Tigoni sub county hospital,Kiambu,Limuru,Ministry of Health,-1.1276,36.6684
16440,Sengani Dispensary,Machakos,Matungulu,Ministry of Health,-1.2501,37.3233
13811,Miriri Dispensary,Nyamira,Masaba North,Ministry of Health,-0.670638,34.8816
13687,Kibigori Health Centre,Kisumu,Muhoroni,Ministry of Health,-0.0391,35.182
